Transaction ID,Order ID,Customer ID,Product Name,Sub-Category,Category,Discount,Order Date,Order Day,Order Month,Order Weekday,Order Year,Quantity,Segment,State,Profit CLP,Sales CLP
13210-162677-9557,162677,13210,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage,Office Supplies,0.2,2016-03-26,26,3,Saturday,2016,5,Consumer,North Carolina,4609,52675
11185-166219-28264,166219,11185,Mitel MiVoice 5330e IP Phone,Phones,Technology,0.2,2015-08-28,28,8,Friday,2015,5,Corporate,Texas,64245,856594
19420-117968-17483,117968,19420,Hon GuestStacker Chair,Chairs,Furniture,0,2014-08-05,5,8,Tuesday,2014,5,Corporate,Connecticut,229475,882596
13915-163587-12609,163587,13915,Avery 476,Labels,Office Supplies,0,2015-03-14,14,3,Saturday,2015,4,Consumer,New Hampshire,5918,12865
18865-128328-20014,128328,18865,Logitech MX Performance Wireless Mouse,Accessories,Technology,0,2017-08-05,5,8,Saturday,2017,2,Consumer,Indiana,22988,62129
10720-127964-3569,127964,10720,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,Office Supplies,0.2,2014-03-03,3,3,Monday,2014,5,Home Office,New York,7148,19718
10825-141425-18812,141425,10825,Premier Automatic Letter Opener,Supplies,Office Supplies,0.2,2017-11-02,2,11,Thursday,2017,2,Corporate,Ohio,-63644,299501
17605-161613-14829,161613,17605,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,Furniture,0.3,2014-12-01,1,12,Monday,2014,3,Corporate,Texas,-14998,524923
12025-121188-24493,121188,12025,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Phones,Technology,0.2,2015-08-28,28,8,Friday,2015,3,Consumer,California,11768,33623
16495-121650-10809,121650,16495,Bretford CR8500 Series Meeting Room Furniture,Tables,Furniture,0,2015-12-10,10,12,Thursday,2015,2,Corporate,Michigan,156132,624526
18610-111157-29750,111157,18610,Hypercom P1300 Pinpad,Accessories,Technology,0.2,2014-03-02,2,3,Sunday,2014,3,Corporate,Pennsylvania,25021,117747
11515-103940-11949,103940,11515,Eldon Gobal File Keepers,Storage,Office Supplies,0,2014-09-17,17,9,Wednesday,2014,2,Consumer,Washington,943,23581
20035-132227-15058,132227,20035,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,Office Supplies,0.2,2014-11-04,4,11,Tuesday,2014,4,Home Office,New York,14698,40545
11710-112123-9303,112123,11710,Xerox 194,Paper,Office Supplies,0,2016-03-03,3,3,Thursday,2016,3,Consumer,Delaware,62215,129615
20845-103128-28204,103128,20845,Newell 332,Art,Office Supplies,0.2,2016-11-11,11,11,Friday,2016,6,Consumer,Illinois,962,10990
14770-113278-29483,113278,14770,ARKON Windshield Dashboard Air Vent Car Mount Holder,Phones,Technology,0,2017-01-14,14,1,Saturday,2017,4,Home Office,Indiana,1056,52799
19225-130687-27981,130687,19225,Boston 1799 Powerhouse Electric Pencil Sharpener,Art,Office Supplies,0,2017-09-07,7,9,Thursday,2017,1,Consumer,Washington,5665,20232
21760-111339-28107,111339,21760,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furnishings,Furniture,0.2,2015-05-29,29,5,Friday,2015,4,Corporate,Ohio,-3237,32371
21670-126361-4228,126361,21670,Panasonic KX T7731-B Digital phone,Phones,Technology,0.2,2014-08-04,4,8,Monday,2014,5,Consumer,Utah,27254,311469
18685-113138-4583,113138,18685,GBC Plastic Binding Combs,Binders,Office Supplies,0.2,2016-11-19,19,11,Saturday,2016,3,Home Office,New York,5000,13793
10270-105732-22254,105732,10270,"Rogers Jumbo File, Granite",Storage,Office Supplies,0,2016-09-13,13,9,Tuesday,2016,3,Consumer,Nebraska,317,31726
14125-156097-2084,156097,14125,Global Troy Executive Leather Low-Back Tilter,Chairs,Furniture,0.3,2016-09-19,19,9,Monday,2016,2,Home Office,Illinois,-39014,546193
21055-145037-20162,145037,21055,Xerox 1890,Paper,Office Supplies,0,2017-09-02,2,9,Saturday,2017,3,Consumer,Connecticut,57168,114336
12460-148691-7541,148691,12460,AT&T 1080 Corded phone,Phones,Technology,0,2017-12-03,3,12,Sunday,2017,1,Consumer,New York,28804,106681
15730-150798-13570,150798,15730,"Master Caster Door Stop, Brown",Furnishings,Furniture,0.2,2014-12-01,1,12,Monday,2014,2,Consumer,Ohio,1108,6330
16615-129007-29636,129007,16615,Global Comet Stacking Armless Chair,Chairs,Furniture,0.2,2015-09-13,13,9,Sunday,2015,3,Corporate,California,55892,558924
16900-113733-17133,113733,16900,Cisco SPA301,Phones,Technology,0.2,2016-12-08,8,12,Thursday,2016,2,Consumer,North Carolina,24295,194364
12025-144484-15820,144484,12025,"6"" Cubicle Wall Clock, Black",Furnishings,Furniture,0,2017-09-11,11,9,Monday,2017,4,Consumer,California,9072,25200
20125-161984-2695,161984,20125,OIC Binder Clips,Fasteners,Office Supplies,0,2017-04-10,10,4,Monday,2017,2,Home Office,New Jersey,2788,5576
21610-110023-3014,110023,21610,Cardinal EasyOpen D-Ring Binders,Binders,Office Supplies,0.2,2016-09-09,9,9,Friday,2016,2,Consumer,New York,4271,11388
13555-151953-6812,151953,13555,Nontoxic Chalk,Art,Office Supplies,0.2,2014-09-20,20,9,Saturday,2014,2,Corporate,Florida,768,2193
17740-100300-27460,100300,17740,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,0,2016-06-24,24,6,Friday,2016,3,Consumer,California,56406,188021
20605-127040-7298,127040,20605,Xerox 1903,Paper,Office Supplies,0,2015-12-06,6,12,Sunday,2015,7,Consumer,New York,15973,32598
13090-110457-368,110457,13090,Hon Racetrack Conference Tables,Tables,Furniture,0,2015-03-02,2,3,Monday,2015,3,Consumer,Washington,128791,613289
18445-164973-1046,164973,18445,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Furniture,0.1,2014-11-04,4,11,Tuesday,2014,1,Home Office,New York,18812,105818
12400-140207-7446,140207,12400,Cardinal Holdit Data Disk Pockets,Binders,Office Supplies,0.2,2016-11-05,5,11,Saturday,2016,5,Home Office,California,7654,22677
15025-169978-9993,169978,15025,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Furniture,0.1,2017-12-24,24,12,Sunday,2017,2,Consumer,New York,37624,211636
18400-160857-17006,160857,18400,Xerox 204,Paper,Office Supplies,0,2015-05-08,8,5,Friday,2015,3,Consumer,New York,7267,15139
12685-109190-25679,109190,12685,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Paper,Office Supplies,0.2,2015-10-23,23,10,Friday,2015,8,Consumer,Texas,15963,47298
10450-164441-9125,164441,10450,Storex Dura Pro Binders,Binders,Office Supplies,0.2,2015-11-08,8,11,Sunday,2015,11,Consumer,New York,13739,40707
10315-138100-22621,138100,10315,"Master Caster Door Stop, Large Neon Orange",Furnishings,Furniture,0,2014-09-15,15,9,Monday,2014,2,Consumer,New York,4876,11339
18400-127656-18743,127656,18400,Staples in misc. colors,Art,Office Supplies,0,2017-07-11,11,7,Tuesday,2017,4,Consumer,Iowa,9209,23612
16825-109827-20474,109827,16825,KI Conference Tables,Tables,Furniture,0.5,2016-12-25,25,12,Sunday,2016,1,Corporate,Arizona,-18770,27603
21610-163160-12855,163160,21610,Easy-staple paper,Paper,Office Supplies,0.2,2017-10-13,13,10,Friday,2017,3,Consumer,Illinois,16024,49304
18730-113243-1792,113243,18730,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,Furniture,0.2,2016-06-10,10,6,Friday,2016,4,Consumer,California,-169026,1040161
10015-156587-14968,156587,10015,"Global Push Button Manager's Chair, Indigo",Chairs,Furniture,0.2,2014-03-07,7,3,Friday,2014,1,Consumer,Washington,4268,37934
18820-140186-17224,140186,18820,"Leather Task Chair, Black",Chairs,Furniture,0.2,2017-09-29,29,9,Friday,2017,1,Consumer,California,0,56681
11050-143084-27104,143084,11050,Peel & Seel Envelopes,Envelopes,Office Supplies,0,2017-03-18,18,3,Saturday,2017,5,Corporate,California,7252,15108
13015-105389-11718,105389,13015,Storex Dura Pro Binders,Binders,Office Supplies,0.8,2017-10-23,23,10,Monday,2017,3,Consumer,Texas,-4857,2775
14020-103499-14339,103499,14020,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,Furniture,0.2,2017-11-20,20,11,Monday,2017,2,Consumer,Tennessee,-18360,163201
20425-134845-9078,134845,20425,Lexmark MX611dhe Monochrome Laser Printer,Machines,Technology,0.7,2017-04-17,17,4,Monday,2017,5,Home Office,Colorado,-2647734,1985801
14875-165470-10468,165470,14875,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Office Supplies,0.2,2016-11-25,25,11,Friday,2016,1,Home Office,Florida,1286,3956
19075-115756-1453,115756,19075,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage,Office Supplies,0,2016-09-05,5,9,Monday,2016,3,Consumer,Michigan,16023,55252
13600-133424-15844,133424,13600,Avery 490,Labels,Office Supplies,0,2014-03-30,30,3,Sunday,2014,3,Corporate,Washington,17288,34577
16465-112060-17184,112060,16465,Xerox 1915,Paper,Office Supplies,0,2016-12-04,4,12,Sunday,2016,1,Consumer,California,39193,81652
15985-109638-1527,109638,15985,Logitech G700s Rechargeable Gaming Mouse,Accessories,Technology,0,2015-12-15,15,12,Tuesday,2015,9,Consumer,Washington,294338,700805
18775-132031-25642,132031,18775,Avery 496,Labels,Office Supplies,0.2,2017-04-23,23,4,Sunday,2017,1,Home Office,Tennessee,818,2336
10780-123617-8636,123617,10780,ACCOHIDE Binder by Acco,Binders,Office Supplies,0.7,2016-11-28,28,11,Monday,2016,6,Corporate,Florida,-4438,5789
17995-132010-27331,132010,17995,SanDisk Cruzer 16 GB USB Flash Drive,Accessories,Technology,0,2014-10-13,13,10,Monday,2014,2,Home Office,Virginia,3397,17880
10645-147137-13390,147137,10645,"Master Caster Door Stop, Brown",Furnishings,Furniture,0,2016-07-04,4,7,Monday,2016,5,Consumer,California,6725,19780
17905-161032-27823,161032,17905,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,Furniture,0,2014-11-18,18,11,Tuesday,2014,3,Corporate,Wisconsin,33660,306002
14845-141873-11614,141873,14845,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,0.2,2017-10-09,9,10,Monday,2017,3,Consumer,New York,-12240,244802
21850-120852-18367,120852,21850,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,Office Supplies,0.8,2014-12-20,20,12,Saturday,2014,2,Consumer,Texas,-38588,15133
13705-100090-18900,100090,13705,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,Office Supplies,0.2,2014-07-08,8,7,Tuesday,2014,6,Corporate,California,53614,153183
16945-100223-12795,100223,16945,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,Office Supplies,0.8,2017-07-05,5,7,Wednesday,2017,9,Corporate,Texas,-13753,8873
15190-123862-22238,123862,15190,Tennsco Commercial Shelving,Storage,Office Supplies,0,2017-01-07,7,1,Saturday,2017,3,Consumer,California,475,47519
21835-115476-11347,115476,21835,Plantronics Voyager Pro HD - Bluetooth Headset,Phones,Technology,0,2016-03-17,17,3,Thursday,2016,2,Consumer,Delaware,48587,101222
21130-107384-19686,107384,21130,Newell 310,Art,Office Supplies,0,2017-12-04,4,12,Monday,2017,5,Consumer,Minnesota,1987,6853
18325-131338-4838,131338,18325,Artistic Insta-Plaque,Furnishings,Furniture,0,2015-08-09,9,8,Sunday,2015,3,Consumer,New York,14287,36632
19615-133830-23012,133830,19615,Xerox 1933,Paper,Office Supplies,0,2014-12-05,5,12,Friday,2014,4,Consumer,California,17979,38252
14965-169201-6908,169201,14965,Holmes Odor Grabber,Appliances,Office Supplies,0,2015-09-28,28,9,Monday,2015,3,Corporate,California,11117,33689
17890-146948-13894,146948,17890,"Acco Banker's Clasps, 5 3/4""-Long",Fasteners,Office Supplies,0,2015-07-16,16,7,Thursday,2015,4,Home Office,Maryland,4216,8971
10255-110093-10879,110093,10255,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Accessories,Technology,0.2,2015-12-03,3,12,Thursday,2015,2,Home Office,Pennsylvania,8236,28646
20290-158771-10688,158771,20290,Avery 506,Labels,Office Supplies,0,2014-05-09,9,5,Friday,2014,5,Corporate,Kentucky,7397,16081
21400-110422-29896,110422,21400,Ultra Door Pull Handle,Furnishings,Furniture,0.2,2014-01-21,21,1,Tuesday,2014,3,Consumer,Florida,3195,19662
19435-103996-14285,103996,19435,Memorex Froggy Flash Drive 8 GB,Accessories,Technology,0,2015-03-29,29,3,Sunday,2015,3,Consumer,California,16173,41468
19630-155460-6555,155460,19630,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,Office Supplies,0,2017-04-13,13,4,Thursday,2017,1,Corporate,Washington,1850,4112
19885-129091-7831,129091,19885,Fashion Color Clasp Envelopes,Envelopes,Office Supplies,0,2014-11-22,22,11,Saturday,2014,3,Corporate,Georgia,6193,12639
11275-161130-19108,161130,11275,Polycom SoundPoint IP 450 VoIP phone,Phones,Technology,0.2,2017-11-03,3,11,Friday,2017,2,Corporate,Florida,21107,281422
20380-153843-21877,153843,20380,GBC VeloBind Cover Sets,Binders,Office Supplies,0,2017-03-13,13,3,Monday,2017,2,Consumer,Connecticut,12024,24048
12685-158057-5418,158057,12685,GBC Prestige Therm-A-Bind Covers,Binders,Office Supplies,0.7,2014-03-22,22,3,Saturday,2014,5,Consumer,North Carolina,-30727,40078
16555-141215-2806,141215,16555,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Furniture,0.3,2014-06-15,15,6,Sunday,2014,2,Corporate,Texas,-14451,77811
18325-131338-4818,131338,18325,"Tennsco Lockers, Gray",Storage,Office Supplies,0,2015-08-09,9,8,Sunday,2015,2,Consumer,New York,2287,32676
15010-135699-5083,135699,15010,Xerox 1986,Paper,Office Supplies,0,2014-08-29,29,8,Friday,2014,2,Corporate,California,4994,10404
20185-149846-24654,149846,20185,Avery 476,Labels,Office Supplies,0,2015-05-22,22,5,Friday,2015,2,Consumer,California,2959,6432
10540-138289-19661,138289,10540,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,Office Supplies,0,2017-01-16,16,1,Monday,2017,7,Consumer,Michigan,19649,43665
10870-146934-7425,146934,10870,SanDisk Cruzer 32 GB USB Flash Drive,Accessories,Technology,0,2016-05-22,22,5,Sunday,2016,5,Consumer,New Jersey,23699,74059
11185-146626-15462,146626,11185,Nu-Dell Executive Frame,Furnishings,Furniture,0,2017-12-29,29,12,Friday,2017,8,Corporate,California,29136,78747
19780-120929-1633,120929,19780,Balt Solid Wood Rectangular Table,Tables,Furniture,0.4,2016-03-18,18,3,Friday,2016,3,Consumer,Tennessee,-73935,147871
17530-133809-14836,133809,17530,PNY Rapid USB Car Charger - Black,Phones,Technology,0.4,2014-11-18,18,11,Tuesday,2014,2,Consumer,Ohio,-1618,7467
14905-134075-18773,134075,14905,Standard Rollaway File with Lock,Storage,Office Supplies,0,2015-12-12,12,12,Saturday,2015,2,Consumer,California,72968,280646
16975-117702-12835,117702,16975,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furnishings,Furniture,0,2017-11-28,28,11,Tuesday,2017,5,Home Office,Maryland,212437,817064
15835-138121-14203,138121,15835,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,Furniture,0,2015-12-17,17,12,Thursday,2015,3,Consumer,Michigan,11564,165196
14890-141677-21742,141677,14890,Belkin 5 Outlet SurgeMaster Power Centers,Appliances,Office Supplies,0.8,2017-03-26,26,3,Sunday,2017,8,Corporate,Texas,-176493,67882
12805-144057-26850,144057,12805,Ibico Standard Transparent Covers,Binders,Office Supplies,0.8,2016-05-09,9,5,Monday,2016,4,Corporate,Texas,-15914,10267
12385-145352-1681,145352,12385,Newell 344,Art,Office Supplies,0,2015-03-16,16,3,Monday,2015,3,Consumer,Georgia,1689,6495
11155-156139-17083,156139,11155,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,Office Supplies,0.2,2016-12-31,31,12,Saturday,2016,3,Consumer,California,10460,29885
21415-118773-9285,118773,21415,Stacking Trays by OIC,Furnishings,Furniture,0.6,2017-02-09,9,2,Thursday,2017,2,Consumer,Texas,-2094,3103
20860-105158-15840,105158,20860,Xerox 1881,Paper,Office Supplies,0,2015-09-05,5,9,Saturday,2015,3,Corporate,Minnesota,13484,28689
12550-118542-10739,118542,12550,Xerox 1905,Paper,Office Supplies,0,2017-12-01,1,12,Friday,2017,7,Consumer,California,16956,35324
17920-115049-29604,115049,17920,"Maxell Pro 80 Minute CD-R, 10/Pack",Accessories,Technology,0.2,2014-09-26,26,9,Friday,2014,11,Consumer,Illinois,29948,119790
21415-145303-12386,145303,21415,"Angle-D Binders with Locking Rings, Label Holders",Binders,Office Supplies,0.8,2016-08-28,28,8,Sunday,2016,9,Consumer,Texas,-16884,10233
14050-169369-15773,169369,14050,Xerox 1907,Paper,Office Supplies,0,2016-12-12,12,12,Monday,2016,4,Consumer,Georgia,17979,38252
14860-129189-24388,129189,14860,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Envelopes,Office Supplies,0.2,2014-07-21,21,7,Monday,2014,5,Corporate,Texas,23108,68468
18490-118948-505,118948,18490,Newell 311,Art,Office Supplies,0,2015-05-28,28,5,Thursday,2015,3,Home Office,Washington,1394,5163
21160-161263-3192,161263,21160,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,Office Supplies,0.2,2015-04-16,16,4,Thursday,2015,3,Corporate,Ohio,3521,35212
19390-101980-21515,101980,19390,Ibico EB-19 Dual Function Manual Binding System,Binders,Office Supplies,0.2,2016-08-19,19,8,Friday,2016,2,Consumer,New York,70052,215546
18520-136049-14632,136049,18520,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Binders,Office Supplies,0.7,2016-12-23,23,12,Friday,2016,3,Consumer,Ohio,-3171,4324
16495-123337-22007,123337,16495,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Bookcases,Furniture,0.15,2016-09-16,16,9,Friday,2016,2,Corporate,California,-10029,213117
10315-121391-4022,121391,10315,"Tenex Personal Project File with Scoop Front Design, Black",Storage,Office Supplies,0,2015-10-04,4,10,Sunday,2015,2,Consumer,California,5459,20995
15880-162082-11968,162082,15880,Xerox 1993,Paper,Office Supplies,0.2,2016-03-14,14,3,Monday,2016,1,Consumer,Texas,1463,4037
10840-129112-4769,129112,10840,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,Technology,0.2,2015-11-29,29,11,Sunday,2015,3,Consumer,Texas,-209,16728
19510-167255-20987,167255,19510,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,0,2015-09-27,27,9,Sunday,2015,1,Home Office,California,3382,12078
16525-158337-10418,158337,16525,"Southworth 100% Résumé Paper, 24lb.",Paper,Office Supplies,0,2014-03-11,11,3,Tuesday,2014,14,Consumer,New York,38170,84821
14605-108105-27231,108105,14605,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,Furniture,0,2016-02-16,16,2,Tuesday,2016,4,Consumer,Kentucky,27248,247705
14965-146437-25983,146437,14965,Newell 345,Art,Office Supplies,0,2016-01-28,28,1,Thursday,2016,2,Corporate,California,8034,30901
18385-157945-1520,157945,18385,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,Furniture,0.3,2016-09-26,26,9,Monday,2016,3,Consumer,Illinois,-74849,582161
16105-149734-288,149734,16105,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,Office Supplies,0.2,2015-09-03,3,9,Thursday,2015,7,Corporate,North Carolina,48911,156516
20395-168172-22381,168172,20395,"Acme 10"" Easy Grip Assistive Scissors",Supplies,Office Supplies,0,2017-08-06,6,8,Sunday,2017,4,Consumer,New York,16382,54606
13435-100636-20369,100636,13435,Safco Industrial Wire Shelving System,Storage,Office Supplies,0,2017-06-26,26,6,Monday,2017,3,Consumer,New York,0,212552
20725-163531-14687,163531,20725,Mophie Juice Pack Helium for iPhone,Phones,Technology,0,2017-06-26,26,6,Monday,2017,3,Consumer,New York,52325,186877
11650-134733-10162,134733,11650,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,Furniture,0.15,2014-09-23,23,9,Tuesday,2014,3,Corporate,California,15978,339534
12055-162621-13562,162621,12055,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders,Office Supplies,0.8,2015-09-05,5,9,Saturday,2015,3,Home Office,Texas,-6092,3481
21310-143364-23828,143364,21310,"Hon Metal Bookcases, Black",Bookcases,Furniture,0.7,2015-07-14,14,7,Tuesday,2015,6,Consumer,Arizona,-149244,99496
13060-121258-29900,121258,13060,Aastra 57i VoIP phone,Phones,Technology,0.2,2017-02-26,26,2,Sunday,2017,2,Consumer,California,15102,201366
21835-133872-24312,133872,21835,GBC Twin Loop Wire Binding Elements,Binders,Office Supplies,0.7,2016-06-14,14,6,Tuesday,2016,4,Consumer,Florida,-20733,31100
16030-163265-26180,163265,16030,Newell 312,Art,Office Supplies,0.2,2017-02-16,16,2,Thursday,2017,6,Consumer,Illinois,2729,21830
12250-162775-2411,162775,12250,Brown Kraft Recycled Envelopes,Envelopes,Office Supplies,0,2014-01-13,13,1,Monday,2014,3,Corporate,Louisiana,19835,39670
19675-145219-13944,145219,19675,Hewlett Packard LaserJet 3310 Copier,Copiers,Technology,0.2,2017-12-24,24,12,Sunday,2017,6,Home Office,California,784967,2242763
15205-125976-23772,125976,15205,Xerox 1988,Paper,Office Supplies,0,2015-09-27,27,9,Sunday,2015,5,Consumer,Virginia,54283,120628
16555-111451-971,111451,16555,Global Deluxe Office Fabric Chairs,Chairs,Furniture,0.2,2014-12-26,26,12,Friday,2014,3,Corporate,Colorado,15696,179387
10045-162691-5574,162691,10045,Bady BDG101FRU Card Printer,Machines,Technology,0.4,2017-08-01,1,8,Tuesday,2017,3,Corporate,Texas,-205587,1121386
11500-151015-27207,151015,11500,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,Office Supplies,0.8,2014-10-14,14,10,Tuesday,2014,3,Consumer,Illinois,-3785,2294
18835-137897-7311,137897,18835,Imation Clip USB flash drive - 8 GB,Accessories,Technology,0,2015-11-14,14,11,Saturday,2015,2,Corporate,New York,1757,29281
19120-140025-14579,140025,19120,Razer Kraken PRO Over Ear PC and Music Headset,Accessories,Technology,0.2,2015-04-07,7,4,Tuesday,2015,6,Consumer,Texas,37375,299003
20335-161718-10210,161718,20335,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,Furniture,0,2015-12-04,4,12,Friday,2015,3,Consumer,New York,8859,22148
10105-153822-21043,153822,10105,Polycom VoiceStation 500 Conference phone,Phones,Technology,0.2,2017-09-19,19,9,Tuesday,2017,2,Consumer,Arizona,22969,367508
19810-155292-10713,155292,19810,"Acme 10"" Easy Grip Assistive Scissors",Supplies,Office Supplies,0,2017-10-30,30,10,Monday,2017,2,Home Office,Kentucky,8191,27303
16780-163552-3103,163552,16780,Easy-staple paper,Paper,Office Supplies,0,2014-07-11,11,7,Friday,2014,5,Corporate,New Jersey,64857,137994
12400-100930-770,100930,12400,Logitech P710e Mobile Speakerphone,Accessories,Technology,0.2,2017-04-07,7,4,Friday,2017,3,Home Office,Florida,-6016,481249
19975-115441-29599,115441,19975,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,Furniture,0,2016-07-25,25,7,Monday,2016,5,Corporate,Wisconsin,21500,74137
20230-141747-27619,141747,20230,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Storage,Office Supplies,0,2017-08-03,3,8,Thursday,2017,1,Corporate,Washington,3252,12507
14725-110842-8614,110842,14725,Belkin 6 Outlet Metallic Surge Strip,Appliances,Office Supplies,0,2017-11-11,11,11,Saturday,2017,1,Consumer,California,2205,8481
18565-110772-950,110772,18565,Advantus SlideClip Paper Clips,Fasteners,Office Supplies,0.2,2016-11-20,20,11,Sunday,2016,7,Home Office,Ohio,5205,14871
21310-143364-23816,143364,21310,SAFCO Boltless Steel Shelving,Storage,Office Supplies,0.2,2015-07-14,14,7,Tuesday,2015,3,Consumer,Arizona,-50443,212393
15025-117821-16363,117821,15025,Microsoft Sculpt Comfort Mouse,Accessories,Technology,0.2,2017-06-12,12,6,Monday,2017,2,Consumer,Ohio,14933,49778
14080-108189-9733,108189,14080,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies,0.2,2014-10-02,2,10,Thursday,2014,2,Corporate,Arizona,2656,7326
11440-151946-25974,151946,11440,O'Sullivan Living Dimensions 5-Shelf Bookcases,Bookcases,Furniture,0.2,2014-06-04,4,6,Wednesday,2014,2,Consumer,New York,-34418,275341
16555-147333-15832,147333,16555,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,Technology,0,2017-12-14,14,12,Thursday,2017,5,Corporate,Arkansas,6621,34849
21280-130624-13267,130624,21280,GE 2-Jack Phone Line Splitter,Phones,Technology,0,2014-06-21,21,6,Saturday,2014,3,Consumer,New York,125123,481244
19390-142769-26109,142769,19390,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Accessories,Technology,0,2014-09-13,13,9,Saturday,2014,4,Consumer,Washington,47413,112888
18385-113551-18076,113551,18385,GBC Wire Binding Combs,Binders,Office Supplies,0.8,2016-08-18,18,8,Thursday,2016,1,Consumer,Texas,-2657,1610
19780-150266-26973,150266,19780,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs,Furniture,0.3,2017-11-25,25,11,Saturday,2017,5,Consumer,Texas,-19000,664998
14920-113649-10633,113649,14920,Xerox 199,Paper,Office Supplies,0.2,2016-08-09,9,8,Tuesday,2016,9,Consumer,North Carolina,7499,23998
16480-140116-6463,140116,16480,"BOSTON Ranger #55 Pencil Sharpener, Black",Art,Office Supplies,0.2,2014-03-10,10,3,Monday,2014,4,Consumer,Colorado,7286,64767
13345-114482-10644,114482,13345,Xerox 1987,Paper,Office Supplies,0,2016-11-21,21,11,Monday,2016,7,Corporate,Iowa,15439,31508
16120-117849-6907,117849,16120,Xerox 1911,Paper,Office Supplies,0,2016-04-15,15,4,Friday,2016,3,Home Office,California,53715,111906
14725-134194-24131,134194,14725,"Wilson Jones 1"" Hanging DublLock Ring Binders",Binders,Office Supplies,0.8,2017-12-25,25,12,Monday,2017,3,Consumer,Texas,-3947,2467
16840-163195-13126,163195,16840,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Phones,Technology,0,2017-02-17,17,2,Friday,2017,3,Consumer,Louisiana,6585,22708
16240-142034-10542,142034,16240,KeyTronic E03601U1 - Keyboard - Beige,Accessories,Technology,0,2017-09-24,24,9,Sunday,2017,4,Corporate,Minnesota,10093,56070
12535-161046-17785,161046,12535,Ibico Recycled Linen-Style Covers,Binders,Office Supplies,0,2017-03-05,5,3,Sunday,2017,6,Corporate,Mississippi,87604,182508
18520-168844-28787,168844,18520,Avery Hidden Tab Dividers for Binding Systems,Binders,Office Supplies,0.2,2016-05-31,31,5,Tuesday,2016,3,Consumer,New York,1810,5570
14035-168956-5549,168956,14035,"Global Stack Chair with Arms, Black",Chairs,Furniture,0.3,2016-02-16,16,2,Tuesday,2016,3,Corporate,Illinois,-2101,49029
